OBJECTID,Shape,radicado,fecha,hora,dia,periodo,clase,direccion,direccion_enc,cbml,tipo_geocod,gravedad,barrio,comuna,diseno,dia_nombre,mes,mes_nombre,longitud,latitud,x_origen_nacional,y_origen_nacional
77,"(4717058.6952, 2249275.6777999997)",1581236,2017-05-07 00:00:00,05:20 PM,07,2017,Choque,CR 40 CL 56,CR  040   056  000 00000,1016,Malla vial,SOLO DAÑOS,Boston,La Candelaria,Interseccion,DOMINGO  ,05,,-75.55801122,6.24976855,4717058.6952,2249275.6778
78,"(4716017.6607, 2250908.9712000005)",1583477,2017-05-25 00:00:00,07:10 PM,25,2017,Otro,CL 67 CR 55,CL  067   055  000 00000,0406,Malla vial,HERIDO,Universidad de Antioquia,Aranjuez,Tramo de via,JUEVES   ,05,,-75.56748871,6.26448882,4716017.6607,2250908.9712
79,"(4713872.593300002, 2251091.6149000023)",1583424,2017-05-24 00:00:00,02:30 PM,24,2017,Choque,CL 65 CR 74,CL  065   074  000 00000,0703,Malla vial,HERIDO,San Germán,Robledo,Interseccion,MIÉRCOLES,05,,-75.58687706,6.26604478,4713872.5933,2251091.6149
80,"(4715619.0611, 2248145.9460000023)",1579570,2017-04-25 00:00:00,09:40 AM,25,2017,Choque,CR 48 CL 39,CR  048   039  000 00000,1013,Malla vial,SOLO DAÑOS,Barrio Colón,La Candelaria,Interseccion,MARTES   ,04,,-75.57096792,6.23949153,4715619.0611,2248145.946
81,"(4713834.5951000005, 2250437.1179000027)",1577943,2017-04-10 00:00:00,07:30 AM,10,2017,Choque,CR 71 A CL 51 A,CR  071 A   051 A  000 00000,1115,Malla vial,SOLO DAÑOS,Cuarta Brigada,Laureles Estadio,Tramo de via,LUNES    ,04,,-75.58719121,6.26012606,4713834.5951,2250437.1179
82,"(4715787.4309, 2255280.1422000024)",1578830,2017-04-20 00:00:00,12:30 PM,20,2017,Otro,CR 71 A CL 105,CR  071 A   105  000 00000,0604,Malla vial aproximada: CR 72-106,HERIDO,Pedregal,Doce de Octubre,Lote o Predio,JUEVES   ,04,,-75.56976282,6.30399702,4715787.4309,2255280.1422
83,"(4717594.007700001, 2255528.567)",1585555,2017-06-10 00:00:00,06:00 PM,10,2017,Choque,CL 123 CR 50 C,CL  123   050 C  000 00000,0202,EPM con Interior,SOLO DAÑOS,Playón de Los Comuneros,Santa Cruz,Tramo de via,SÁBADO   ,06,,-75.55345035,6.30632322,4717594.0077,2255528.567
84,"(4713946.41, 2253496.217100002)",1583747,2017-05-28 00:00:00,09:30 AM,28,2017,Otro,CL 81 A CR 87,CL  081 A   087  000 00000,0711,Malla vial,HERIDO,El Diamante,Robledo,Tramo de via,DOMINGO  ,05,,-75.58631744,6.28778705,4713946.41,2253496.2171
85,"(4714644.399000001, 2253039.239499999)",1580010,2017-04-29 00:00:00,07:00 AM,29,2017,Caida Ocupante,CR 74 CL 84,CR  074   084  000 00000,0710,Malla vial cruce invertido,HERIDO,López de Mesa,Robledo,Tramo de via,SÁBADO   ,04,,-75.57999064,6.28368687,4714644.399,2253039.2395
86,"(4717584.9182, 2251609.6740000024)",1590380,2017-07-19 00:00:00,12:30 PM,19,2017,Otro,CR 44 CL 78,CR  044   078  000 00000,0303,Malla vial,HERIDO,Campo Valdés No. 2,Manrique,Tramo de via,MIÉRCOLES,07,,-75.55335951,6.27089288,4717584.9182,2251609.674
87,"(4715600.0852, 2250537.401100002)",1591352,2017-07-27 00:00:00,04:00 PM,27,2017,Choque,CR 56 A CL 61 A,CR  056 A   061 A  000 00000,1004,Malla vial,SOLO DAÑOS,El Chagualo,La Candelaria,Interseccion,JUEVES   ,07,,-75.57124499,6.26111109,4715600.0852,2250537.4011
88,"(4713762.120400001, 2244130.8161000013)",1588982,2017-07-07 00:00:00,06:10 PM,07,2017,Choque,CR 52 CL 7 Sur,CR  052  S 007  000 00000,1510,Malla vial aproximada: CR S 52-6,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,VIERNES  ,07,,-75.5875665,6.20311023,4713762.1204,2244130.8161
89,"(4715138.844600001, 2248479.2271)",1586246,2017-06-14 00:00:00,09:30 AM,14,2017,Choque,CR 55 CL 41,CR  055   041  000 00000,1010,Malla vial,HERIDO,Centro Administrativo,La Candelaria,Tramo de via,MIÉRCOLES,06,,-75.5753211,6.24248341,4715138.8446,2248479.2271
90,"(4714462.306700001, 2243255.4327000026)",1580740,2017-05-03 00:00:00,12:10 PM,03,2017,Choque,CL 12 Sur CR 50,CL S 012   050  000 00000,,Malla vial aproximada: CL S 12-49,SOLO DAÑOS,,,Tramo de via,MIÉRCOLES,05,,-75.58120274,6.19522709,4714462.3067,2243255.4327
91,"(4714965.2909, 2247372.4247000013)",1587913,2017-06-30 00:00:00,07:40 AM,30,2017,Choque,CR 52 CL 30 A,CR  052   030 A  000 00000,1621,Malla vial,HERIDO,Cerro Nutibara,Belén,Tramo de via,VIERNES  ,06,,-75.57684016,6.23246952,4714965.2909,2247372.4247
92,"(4716935.028900001, 2250496.6503999997)",1589611,2017-07-14 00:00:00,08:30 AM,14,2017,Otro,CR 48 CL 65,CR  048   065  000 00000,1001,Malla vial,HERIDO,Prado,La Candelaria,Tramo de via,VIERNES  ,07,,-75.55918223,6.26080164,4716935.0289,2250496.6504
93,"(4715702.393000001, 2247596.0842000004)",1578049,2017-04-12 00:00:00,01:50 AM,12,2017,Choque,CR 43 A CL 34,CR  043 A   034  000 00000,1020,Malla vial,HERIDO,San Diego,La Candelaria,Interseccion,MIÉRCOLES,04,,-75.57019084,6.23452407,4715702.393,2247596.0842
94,"(4715894.3605, 2248017.7891000006)",1582917,2017-05-19 00:00:00,06:00 PM,19,2017,Choque,CL 39 CR 43 B,CL  039   043 B  000 00000,1020,Malla vial,SOLO DAÑOS,San Diego,La Candelaria,Tramo de via,VIERNES  ,05,,-75.56847511,6.23834504,4715894.3605,2248017.7891
95,"(4716744.515, 2255755.8103)",1584745,2017-06-03 00:00:00,03:00 PM,03,2017,Choque,CL 113 A CR 64 BB,CL  113 A   064 BB 000 00000,0502,Malla vial,SOLO DAÑOS,Las Brisas,Castilla,Tramo de via,SÁBADO   ,06,,-75.56113615,6.30833998,4716744.515,2255755.8103
96,"(4712024.151100002, 2244975.9580000006)",1588721,2017-07-06 00:00:00,04:10 PM,06,2017,Choque,CR 80 CL 1,CR  080   001  000 00000,1610,Malla vial cruce invertido,HERIDO,El Rincón,Belén,Tramo de via,JUEVES   ,07,,-75.60330415,6.21067376,4712024.1511,2244975.958
97,"(4717345.546000001, 2250754.7357)",1583527,2017-05-25 00:00:00,12:35 PM,25,2017,Caida Ocupante,CR 45 CL 67,CR  045   067  000 00000,0307,Malla vial,HERIDO,Manrique Central No. 2,Manrique,Tramo de via,JUEVES   ,05,,-75.55548462,6.26315302,4717345.546,2250754.7357
98,"(4718080.2562, 2248052.2667999994)",1583134,2017-05-23 00:00:00,07:00 PM,23,2017,Otro,CL 49 CR 25,CL  049   025  000 00000,0905,Malla vial,HERIDO,Alejandro Echavarría,Buenos Aires,Tramo de via,MARTES   ,05,,-75.54872821,6.23875271,4718080.2562,2248052.2668
99,"(4713251.005999999, 2251571.5210999995)",1586068,2017-06-13 00:00:00,04:30 PM,13,2017,Choque,CR 77 B CL 60,CR  077 B   060  000 00000,0703,Malla vial,SOLO DAÑOS,San Germán,Robledo,Tramo de via,MARTES   ,06,,-75.59251436,6.27035564,4713251.006,2251571.5211
100,"(4716106.127399999, 2254475.575000001)",1578652,2017-04-16 00:00:00,07:00 PM,16,2017,Choque,CR 64 C CL 103,CR  064 C   103  000 00000,0508,Malla vial,SOLO DAÑOS,Belalcázar,Castilla,Tramo de via,DOMINGO  ,04,,-75.56684746,6.29673736,4716106.1274,2254475.575
101,"(4715642.038200001, 2249274.1865000036)",1590778,2017-07-22 00:00:00,02:00 PM,22,2017,Choque,CL 49 CR 53,CL  049   053  000 00000,1006,Malla vial,SOLO DAÑOS,San Benito,La Candelaria,Lote o Predio,SÁBADO   ,07,,-75.57081012,6.24969262,4715642.0382,2249274.1865
102,"(4716215.062300001, 2254680.654400002)",1579719,2017-04-26 00:00:00,07:25 AM,26,2017,Choque,CR 64 C CL 103 E,CR  064 C   103 E  000 00000,0506,Malla vial,HERIDO,Plaza de Ferias,Castilla,Interseccion,MIÉRCOLES,04,,-75.5658723,6.29859627,4716215.0623,2254680.6544
103,"(4715157.9988, 2248978.8533000015)",1577899,2017-04-11 00:00:00,07:25 AM,11,2017,Volcamiento,CR 57 CL 44 A,CR  057   044 A  000 00000,1007,Malla vial,HERIDO,Guayaquil,La Candelaria,Paso Elevado,MARTES   ,04,,-75.57517014,6.2470012,4715157.9988,2248978.8533
104,"(4717662.9006, 2253090.8372000027)",1583191,2017-05-22 00:00:00,06:30 AM,22,2017,Atropello,CL 93 CR 45 A,CL  093   045 A  000 00000,0401,Malla vial,HERIDO,Berlin,Aranjuez,Tramo de via,LUNES    ,05,,-75.55272017,6.28428723,4717662.9006,2253090.8372
105,"(4715279.1919, 2247963.7848000005)",1578518,2017-04-17 00:00:00,03:00 PM,17,2017,Choque,CR 52 CL 36,CR  052   036  000 00000,1012,Malla vial,HERIDO,Perpetuo Socorro,La Candelaria,Paso Elevado,LUNES    ,04,,-75.57403039,6.23782967,4715279.1919,2247963.7848
106,"(4715826.4427, 2252159.245000001)",1582464,2017-05-16 00:00:00,07:00 PM,16,2017,Choque,CR 64 CL 78,CR  064   078  000 00000,0405,Malla vial cruce invertido,SOLO DAÑOS,Moravia,Aranjuez,Tramo de via,MARTES   ,05,,-75.56927169,6.27578371,4715826.4427,2252159.245
107,"(4717098.1014, 2253274.5006000046)",1587613,2017-06-27 00:00:00,07:50 AM,27,2017,Choque,CL 94 CR 50,CL  094   050  000 00000,0402,Malla vial,HERIDO,San Isidro,Aranjuez,Interseccion,MARTES   ,06,,-75.55783141,6.28592275,4717098.1014,2253274.5006
108,"(4714895.7416, 2249798.4860999994)",1590352,2017-07-19 00:00:00,09:30 AM,19,2017,Choque,CR 63 CL 50,CR  063   050  000 00000,1101,Malla vial,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,MIÉRCOLES,07,,-75.57757579,6.2543996,4714895.7416,2249798.4861
109,"(4716711.950400001, 2249729.534400001)",1582332,2017-05-16 00:00:00,07:20 PM,16,2017,Choque,CL 58 CR 45 D,CL  058   045 D  000 00000,1017,Malla vial,SOLO DAÑOS,Los Ángeles,La Candelaria,Tramo de via,MARTES   ,05,,-75.56116392,6.2538565,4716711.9504,2249729.5344
110,"(4713997.6275, 2245651.6544000003)",1588683,2017-07-06 00:00:00,02:10 PM,06,2017,Choque,CR 65 CL 10,CR  065   010  000 00000,1507,EPM sin Interior,SOLO DAÑOS,Campo Amor,Guayabal,Tramo de via,JUEVES   ,07,,-75.58550612,6.21686992,4713997.6275,2245651.6544
111,"(4715878.053300001, 2255524.990700001)",1578136,2017-04-13 00:00:00,12:00 PM,13,2017,Otro,CR 70 CL 108,CR  070   108  000 00000,0504,Malla vial,HERIDO,Tejelo,Castilla,Lote o Predio,JUEVES   ,04,,-75.5689549,6.30621466,4715878.0533,2255524.9907
112,"(4715738.849399999, 2247067.0404000003)",1579652,2017-04-25 00:00:00,11:10 AM,25,2017,Choque,CR 43 A CL 30,CR  043 A   030  000 00000,1020,Malla vial,HERIDO,San Diego,La Candelaria,Lote o Predio,MARTES   ,04,,-75.56983819,6.22974275,4715738.8494,2247067.0404
113,"(4718060.209200001, 2247619.142500002)",1582851,2017-05-20 00:00:00,07:30 PM,20,2017,Choque,CL 45 CR 21,CL  045   021  000 00000,0908,Malla vial,HERIDO,Miraflores,Buenos Aires,Interseccion,SÁBADO   ,05,,-75.5488904,6.23483602,4718060.2092,2247619.1425
114,"(4714086.9163, 2243363.8658000007)",1583884,2017-05-24 00:00:00,10:09 AM,24,2017,Choque,CL 12 Sur CR 50 G,CL S 012   050 G  000 00000,1510,Malla vial aproximada: CL S 12-50E,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,MIÉRCOLES,05,,-75.58459862,6.19619087,4714086.9163,2243363.8658
115,"(4713184.9454000015, 2251401.6454000026)",1588437,2017-07-05 00:00:00,07:50 AM,05,2017,Choque,CL 55 CR 77,CL  055   077  000 00000,1114,Malla vial aproximada: CL 55-78,SOLO DAÑOS,Los Colores,Laureles Estadio,Tramo de via,MIÉRCOLES,07,,-75.59310361,6.26881692,4713184.9454,2251401.6454
116,"(4714856.2185, 2253518.9926000014)",1578822,2017-04-20 00:00:00,02:30 PM,20,2017,Caida Ocupante,CL 92 CR 73,CL  092   073  000 00000,0514,Malla vial,HERIDO,Alfonso López,Castilla,Tramo de via,JUEVES   ,04,,-75.5780982,6.28803358,4714856.2185,2253518.9926
117,"(4714242.3885, 2249053.5655000024)",1577584,2017-04-07 00:00:00,11:11 AM,07,2017,Choque,CR 65 CL 43,CR  065   043  000 00000,1104,Malla vial,SOLO DAÑOS,San Joaquín,Laureles Estadio,Tramo de via,VIERNES  ,04,,-75.5834455,6.24763607,4714242.3885,2249053.5655
118,"(4715095.6532000005, 2252276.5314000007)",1587592,2017-06-27 00:00:00,08:30 AM,27,2017,Choque,CL 79 C CR 67,CL  079 C   067  000 00000,0519,Malla vial,HERIDO,El Progreso,Castilla,Tramo de via,MARTES   ,06,,-75.57587959,6.2768116,4715095.6532,2252276.5314
119,"(4713010.0353, 2247273.9644000027)",1579649,2017-04-25 00:00:00,10:40 AM,25,2017,Choque,CL 30 CR 74,CL  030   074  000 00000,1603,Malla vial,HERIDO,Belén,Belén,Tramo de via,MARTES   ,04,,-75.5944999,6.23149272,4713010.0353,2247273.9644
120,"(4716948.6262, 2248702.8137999997)",1586518,2017-06-16 00:00:00,10:00 AM,16,2017,Choque,CL 49 A CR 38,CL  049 A   038  000 00000,1016,Malla vial,SOLO DAÑOS,Boston,La Candelaria,Tramo de via,VIERNES  ,06,,-75.55898049,6.24458457,4716948.6262,2248702.8138
121,"(4721487.5982, 2248471.3418000005)",1585154,2017-06-07 00:00:00,07:15 AM,07,2017,Otro,Tramo 7 Kilometro 8,000,,ZONA RURAL,HERIDO,,,Tramo de via,MIÉRCOLES,06,,-75.51796216,6.24268972,4721487.5982,2248471.3418
122,"(4720067.3061999995, 2239240.468600003)",1587380,2017-06-25 00:00:00,09:45 AM,25,2017,Choque,Tramo 8 Kilometro 11,000,,ZONA RURAL,HERIDO,,,Tramo de via,DOMINGO  ,06,,-75.53039608,6.15917191,4720067.3062,2239240.4686
123,"(4715324.8055, 2254245.4286)",1589916,2017-07-17 00:00:00,02:30 AM,17,2017,Choque,CR 72 CL 98,CR  072   098  000 00000,0511,Malla vial,SOLO DAÑOS,Castilla,Castilla,Tramo de via,LUNES    ,07,,-75.57389675,6.29462191,4715324.8055,2254245.4286
124,"(4716023.3599, 2250904.7534000035)",1589512,2017-07-13 00:00:00,06:10 AM,13,2017,Choque,CL 67 CR 53,CL  067   053  000 00000,0407,Malla vial cruce invertido,SOLO DAÑOS,Sevilla,Aranjuez,Tramo de via,JUEVES   ,07,,-75.56743703,6.26445094,4716023.3599,2250904.7534
125,"(4712175.9041, 2246915.450600004)",1587824,2017-06-29 00:00:00,04:20 PM,29,2017,Caida Ocupante,CR 81 CL 27,CR  081   027  000 00000,1614,Malla vial,HERIDO,La Palma,Belén,Tramo de via,JUEVES   ,06,,-75.60201953,6.22821444,4712175.9041,2246915.4506
126,"(4715663.596700001, 2244952.3006000035)",1580188,2017-04-29 00:00:00,11:00 PM,29,2017,Choque,CR 43 A CL 10,CR  043 A   010  000 00000,1418,Malla vial,SOLO DAÑOS,El Poblado,El Poblado,Interseccion,SÁBADO   ,04,,-75.57042511,6.2106207,4715663.5967,2244952.3006
127,"(4714321.2016, 2244016.8018999994)",1588431,2017-07-04 00:00:00,08:40 AM,04,2017,Choque,CR 50 E CL 6 Sur,CR  050 E  S 006  000 00000,1510,Malla vial aproximada: CR S 50D-6,SOLO DAÑOS,Guayabal,Guayabal,Tramo de via,MARTES   ,07,,-75.58251092,6.20210413,4714321.2016,2244016.8019
128,"(4715684.870500002, 2245023.3356000036)",1583959,2017-05-27 00:00:00,05:35 PM,27,2017,Choque,CL 10 A CR 43 B,CL  010 A   043 B  000 00000,1419,Malla vial aproximada: CL 10A-43A,SOLO DAÑOS,Manila,El Poblado,Tramo de via,SÁBADO   ,05,,-75.57023604,6.21126384,4715684.8705,2245023.3356
129,"(4715129.2689000005, 2253689.269600004)",1579630,2017-04-26 00:00:00,07:00 AM,26,2017,Volcamiento,CL 94 CR 72,CL  094   072  000 00000,0605,Malla vial,HERIDO,La Esperanza,Doce de Octubre,Interseccion,MIÉRCOLES,04,,-75.57563872,6.28958516,4715129.2689,2253689.2696
130,"(4712814.224900001, 2246967.2180999983)",1581342,2017-05-08 00:00:00,06:20 AM,08,2017,Choque,CR 76 CL 27,CR  076   027  000 00000,1605,Malla vial,HERIDO,San Bernardo,Belén,Interseccion,LUNES    ,05,,-75.59625523,6.22871087,4712814.2249,2246967.2181
131,"(4718204.0033, 2252391.832600003)",1585439,2017-06-09 00:00:00,08:00 PM,09,2017,Otro,CL 86 CR 39,CL  086   039  000 00000,0302,Malla vial,HERIDO,Las Granjas,Manrique,Tramo de via,VIERNES  ,06,,-75.54780039,6.27799149,4718204.0033,2252391.8326
132,"(4712363.0234, 2250324.5567000005)",1579591,2017-04-22 00:00:00,01:00 PM,22,2017,Choque,CR 82 CL 47 D,CR  082   047 D  000 00000,1202,Malla vial,SOLO DAÑOS,Calasanz,La América,Interseccion,SÁBADO   ,04,,-75.60048122,6.25904273,4712363.0234,2250324.5567
133,"(4713508.687199999, 2249609.367399998)",1588677,2017-07-06 00:00:00,05:25 PM,06,2017,Choque,CL 47 CR 72,CL  047   072  000 00000,1117,Malla vial,SOLO DAÑOS,Florida Nueva,Laureles Estadio,Tramo de via,JUEVES   ,07,,-75.5900988,6.25262822,4713508.6872,2249609.3674
134,"(4714659.111500001, 2243199.142400002)",1581287,2017-05-09 00:00:00,03:20 PM,09,2017,Otro,CR 48 A CL 12 Sur,CR  048 A  S 012  000 00000,1422,Malla vial aproximada: CR S 48-12,HERIDO,La Aguacatala,El Poblado,Tramo de via,MARTES   ,05,,-75.57942242,6.19472684,4714659.1115,2243199.1424
135,"(4714778.098900001, 2245248.1161)",1580677,2017-05-04 00:00:00,03:00 PM,04,2017,Choque,CL 10 CR 50,CL  010   050  000 00000,1507,Malla vial,SOLO DAÑOS,Campo Amor,Guayabal,Tramo de via,JUEVES   ,05,,-75.57843762,6.21325613,4714778.0989,2245248.1161
136,"(4707905.8344, 2241793.4540000036)",1586176,2017-06-15 00:00:00,09:10 PM,15,2017,Choque,CL 43 Sur CR 58,CL S 043   058  000 00000,8000,Malla vial aproximada: CL S 43-59,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,JUEVES   ,06,,-75.64036402,6.18171882,4707905.8344,2241793.454
137,"(4700903.936, 2246263.1574000046)",1589113,2017-07-10 00:00:00,09:00 AM,10,2017,Choque,CR 62 CL 77,CR  062   077  000 00000,,No Ubicada,SOLO DAÑOS,,,Tramo de via,LUNES    ,07,,-75.70381587,6.22180566,4700903.936,2246263.1574
138,"(4715748.6449, 2249950.389799999)",1588098,2017-07-02 00:00:00,07:45 AM,02,2017,Atropello,CL 56 CR 54,CL  056   054  000 00000,1005,Malla vial,HERIDO,Estación Villa,La Candelaria,Interseccion,DOMINGO  ,07,,-75.56987683,6.25581068,4715748.6449,2249950.3898
139,"(4716261.522800002, 2249122.5198000036)",1579429,2017-04-20 00:00:00,10:30 AM,20,2017,Choque,CR 46 CL 50,CR  046   050  000 00000,1019,Malla vial,SOLO DAÑOS,La Candelaria,La Candelaria,Tramo de via,JUEVES   ,04,,-75.56520664,6.24834879,4716261.5228,2249122.5198
140,"(4712583.091900001, 2248095.0978000015)",1592005,2017-07-28 00:00:00,04:40 PM,28,2017,Choque,CR 78 CL 33,CR  078   033  000 00000,1108,Malla vial,SOLO DAÑOS,Laureles,Laureles Estadio,Interseccion,VIERNES  ,07,,-75.59839351,6.23889718,4712583.0919,2248095.0978
141,"(4718277.684100001, 2250671.673800001)",1581153,2017-05-08 00:00:00,06:00 PM,08,2017,Otro,CR 35 CL 68,CR  035   068  000 00000,0308,EPM con Interior,HERIDO,Manrique Oriental,Manrique,Tramo de via,LUNES    ,05,,-75.54705916,6.26244303,4718277.6841,2250671.6738
142,"(4715849.182799999, 2247236.9695999995)",1587223,2017-06-23 00:00:00,10:10 PM,23,2017,Choque,CR 43 CL 31,CR  043   031  000 00000,1020,Malla vial,HERIDO,San Diego,La Candelaria,Interseccion,VIERNES  ,06,,-75.56884889,6.23128389,4715849.1828,2247236.9696
143,"(4716563.722400002, 2250413.1169000044)",1587312,2017-06-21 00:00:00,01:00 PM,21,2017,Choque,CL 63 CR 50 A,CL  063   050 A  000 00000,1001,Malla vial,SOLO DAÑOS,Prado,La Candelaria,Interseccion,MIÉRCOLES,06,,-75.56253324,6.26003006,4716563.7224,2250413.1169
144,"(4717322.836300001, 2253652.1053)",1578181,2017-04-14 00:00:00,02:10 PM,14,2017,Otro,CR 48 CL 98 A,CR  048   098 A  000 00000,0209,Malla vial,HERIDO,Moscú No. 1,Santa Cruz,Tramo de via,VIERNES  ,04,,-75.55581754,6.28934652,4717322.8363,2253652.1053
145,"(4714491.3309, 2243523.167500004)",1586599,2017-06-19 00:00:00,04:20 PM,19,2017,Choque,CR 50 FF CL 9 Sur,CR  050 FF S 009  000 00000,1510,Malla vial aproximada: CR S 50-8,HERIDO,Guayabal,Guayabal,Lote o Predio,LUNES    ,06,,-75.58095232,6.19764886,4714491.3309,2243523.1675
146,"(4700903.936, 2246263.1574000046)",1588730,2017-07-07 00:00:00,08:30 PM,07,2017,Caida Ocupante,CR 999 CL 999,CR  999   999  000 00000,,No Ubicada,HERIDO,,,Tramo de via,VIERNES  ,07,,-75.70381587,6.22180566,4700903.936,2246263.1574
147,"(4712793.4324, 2250410.5041000023)",1580030,2017-04-28 00:00:00,06:30 PM,28,2017,Choque,CR 79 CL 48 B,CR  079   048 B  000 00000,1113,Malla vial,HERIDO,El Estadio,Laureles Estadio,Interseccion,VIERNES  ,04,,-75.59659651,6.259839,4712793.4324,2250410.5041
148,"(4706507.632400001, 2242257.464900002)",1590242,2017-07-18 00:00:00,01:40 PM,18,2017,Choque,CL 40 Sur CR 72,CL S 040   072  000 00000,8000,Malla vial aproximada: CL S 40-73,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,MARTES   ,07,,-75.65301472,6.18585062,4706507.6324,2242257.4649
149,"(4716974.8062, 2254848.845200002)",1578544,2017-04-17 00:00:00,03:30 PM,17,2017,Choque,CR 63 CL 105 A,CR  063   105 A  000 00000,0507,Malla vial aproximada: CR 63-105,SOLO DAÑOS,Héctor Abad Gómez,Castilla,Tramo de via,LUNES    ,04,,-75.5590151,6.30015056,4716974.8062,2254848.8452
150,"(4716070.4267, 2246586.6921000015)",1585930,2017-06-13 00:00:00,07:50 AM,13,2017,Choque,CL 27 CR 40,CL  027   040  000 00000,1020,Malla vial,HERIDO,San Diego,La Candelaria,Tramo de via,MARTES   ,06,,-75.56682154,6.22541464,4716070.4267,2246586.6921
151,"(4715562.667300001, 2248760.7957999986)",1578269,2017-04-11 00:00:00,08:30 AM,11,2017,Choque,CL 44 CR 52,CL  044   052  000 00000,1007,Malla vial,SOLO DAÑOS,Guayaquil,La Candelaria,Tramo de via,MARTES   ,04,,-75.57150453,6.24504771,4715562.6673,2248760.7958
152,"(4715580.6177, 2251760.7578999996)",1587753,2017-06-27 00:00:00,02:40 AM,27,2017,Choque,CL 74 CR 64 A,CL  074   064 A  000 00000,0517,Malla vial,SOLO DAÑOS,Caribe,Castilla,Tramo de via,MARTES   ,06,,-75.57147506,6.27217021,4715580.6177,2251760.7579
153,"(4707590.2744, 2241302.0309999995)",1585689,2017-06-10 00:00:00,03:30 PM,10,2017,Choque,CR 62 CL 49,CR  062   049  000 00000,8000,Malla vial aproximada: CR 62-48,HERIDO,Cabecera San Antonio de Prado,Corregimiento de San Antonio de Prado,Tramo de via,SÁBADO   ,06,,-75.64319239,6.17726209,4707590.2744,2241302.031
154,"(4715344.7421, 2252124.194599999)",1578246,2017-04-13 00:00:00,08:40 AM,13,2017,Choque,CR 64 CL 77,CR  064   077  000 00000,0516,Malla vial aproximada: CR 65-78,SOLO DAÑOS,Terminal de Transporte,Castilla,Tramo de via,JUEVES   ,04,,-75.57362231,6.27544545,4715344.7421,2252124.1946
155,"(4714602.598599999, 2242993.529600002)",1581497,2017-05-10 00:00:00,07:30 PM,10,2017,Choque,CR 48 CL 15 Sur,CR  048  S 015  000 00000,1423,Malla vial aproximada: CR S 48-14,SOLO DAÑOS,Santa María de los Ángeles,El Poblado,Tramo de via,MIÉRCOLES,05,,-75.5799239,6.19286548,4714602.5986,2242993.5296
156,"(4716841.651700001, 2245242.7513000034)",1591939,2017-07-31 00:00:00,04:10 PM,31,2017,Choque,CR 30 CL 10 C,CR  030   010 C  000 00000,1407,Malla vial,HERIDO,Las Lomas No.2,El Poblado,Interseccion,LUNES    ,07,,-75.55979532,6.21329822,4716841.6517,2245242.7513
157,"(4714161.410500001, 2250672.348199999)",1583329,2017-05-23 00:00:00,05:00 PM,23,2017,Choque,CL 65 CR 70,CL  065   070  000 00000,0702,Malla vial,HERIDO,B. Cerro  El Volador,Robledo,Tramo de via,MARTES   ,05,,-75.58424901,6.26226723,4714161.4105,2250672.3482
158,"(4715231.161, 2247307.7331000026)",1585616,2017-06-09 00:00:00,12:10 PM,09,2017,Choque,CR 49 CL 30,CR  049   030  000 00000,1012,Malla vial aproximada: CR 48-30,SOLO DAÑOS,Perpetuo Socorro,La Candelaria,Puente,VIERNES  ,06,,-75.57443537,6.2318964,4715231.161,2247307.7331
159,"(4713800.7399, 2249220.956700001)",1591296,2017-07-27 00:00:00,05:00 PM,27,2017,Otro,CL 44 CR 69,CL  044   069  000 00000,1103,Malla vial,HERIDO,Naranjal,Laureles Estadio,Tramo de via,JUEVES   ,07,,-75.58744299,6.24912976,4713800.7399,2249220.9567
160,"(4710818.9355, 2250021.505500002)",1579159,2017-04-22 00:00:00,05:40 PM,22,2017,Atropello,CL 44 CR 98,CL  044   098  000 00000,1309,Malla vial,HERIDO,San Javier No.1,San Javier,Tramo de via,SÁBADO   ,04,,-75.61441761,6.25623373,4710818.9355,2250021.5055
161,"(4714580.851800001, 2243227.910199998)",1588625,2017-07-06 00:00:00,07:27 AM,06,2017,Choque,CL 12 Sur CR 48,CL S 012   048  000 00000,1422,EPM sin Interior,SOLO DAÑOS,La Aguacatala,El Poblado,Puente,JUEVES   ,07,,-75.58013065,6.19498348,4714580.8518,2243227.9102
162,"(4714973.763200001, 2249758.116100002)",1591180,2017-07-25 00:00:00,09:15 AM,25,2017,Choque,CR 62 CL 50,CR  062   050  000 00000,1101,Malla vial cruce invertido,HERIDO,Carlos E. Restrepo,Laureles Estadio,Tramo de via,MARTES   ,07,,-75.57686911,6.25403809,4714973.7632,2249758.1161
163,"(4720320.7003, 2246868.6181999985)",1587494,2017-06-25 00:00:00,10:10 AM,25,2017,Choque,CL 46 CR 2 B,CL  046   002 B  000 00000,0917,Malla vial aproximada: CL 46-1,SOLO DAÑOS,Ocho de Marzo,Buenos Aires,Tramo de via,DOMINGO  ,06,,-75.52843539,6.22814895,4720320.7003,2246868.6182
164,"(4712021.407500001, 2247331.701700002)",1584201,2017-05-30 00:00:00,10:20 AM,30,2017,Choque,CL 30 A CR 82,CL  030 A   082  000 00000,1603,Malla vial,HERIDO,Belén,Belén,Interseccion,MARTES   ,05,,-75.6034338,6.23197066,4712021.4075,2247331.7017
